4P_Order,Order_date,Shipping_date,Shipping_revenues,Shipping_cost,Carrier Class,TRK,weight,zip,order_total,Ins
47088,2019-08-12,2019-08-12,18.55,12.88,UPS/UPS Ground,1Z1A1V710392341026,2.44,97703,147.52,128.97
47089,2019-08-12,2019-08-12,10.09,7.01,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW92740963,1.5,35242,101.03,90.94
47090,2019-08-12,2019-08-12,10.09,7.01,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW96432637,1.13,30034,70.29,54.99
47091,2019-08-12,2019-08-12,16.69,11.59,UPS/UPS Ground,1Z1A1V710398326309,2.81,48105,162.67,145.98
47092,2019-08-12,2019-08-12,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.25,77089,15.89,11.99
47093,2019-08-12,2019-08-12,12.87,8.94,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW97999079,4,22042,121.87,109
47094,2019-08-12,2019-08-12,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.5,58601,48.9,45
47095,2019-08-12,2019-08-12,25.86,17.96,UPS/UPS Ground,1Z1A1V710398068133,43,28601,325.85,299.99
47096,2019-08-12,2019-08-12,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.63,96822,47.88,43.98
47097,2019-08-12,2019-08-12,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.44,21239,26.89,22.99
47098,2019-08-12,2019-08-12,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.56,34744,63.88,59.98
47099,2019-08-12,2019-08-12,14.57,10.12,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW96335028,4.25,79934,160.54,145.97
47100,2019-08-12,2019-08-12,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.63,14843,23.89,19.99
47101,2019-08-12,2019-08-12,14,9.72,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98931255,4.75,11435,75.94,61.94
47102,2019-08-12,2019-08-12,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.25,75206,17.88,13.98
47103,2019-08-12,2019-08-12,16.7,11.6,UPS/UPS Ground,1Z1A1V710394549166,0.94,45248,69.69,52.99
47104,2019-08-12,2019-08-12,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.44,21042,26.89,22.99
47105,2019-08-12,2019-08-12,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.63,54403,43.89,39.99
47106,2019-08-12,2019-08-12,16.95,11.77,UPS/UPS Ground,1Z1A1V710396181317,2.31,77536,82.62,72.97
47107,2019-08-12,2019-08-12,11.71,8.13,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW96187886,1.13,60107,74.71,63
47108,2019-08-12,2019-08-12,18.56,12.59,UPS/UPS Ground,1Z1A1V710390872608,5.56,19607,315.48,296.92
47109,2019-08-12,2019-08-12,10.31,7.16,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW99989264,2.13,35020,98.26,87.95
47110,2019-08-12,2019-08-12,197.99,67.95,UPS/UPS Next Day Air,1Z1A1V710195671650,20.63,21075,745.92,547.93
47111,2019-08-12,2019-08-12,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.5,98052,53.89,49.99
47113,2019-08-12,2019-08-12,21.83,15.16,UPS/UPS 3 Day Select,1Z1A1V711295279733,1.38,76179,136.81,114.98
47114,2019-08-12,2019-08-12,16.7,11.6,UPS/UPS Ground,1Z1A1V710396723115,2,10031,61.69,44.99
47115,2019-08-12,2019-08-12,11.71,8.13,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW90030699,1.13,44057,109.69,97.98
47117,2019-08-12,2019-08-12,25.93,18.01,UPS/UPS 2nd Day Air,1Z1A1V710291680502,0.94,97205,68.91,42.98
47118,2019-08-12,2019-08-12,12.12,8.42,UPS/UPS Ground,1Z1A1V710390981277,2.44,2119,139.11,126.99
47120,2019-08-12,2019-08-12,16.7,11.6,UPS/UPS Ground,1Z1A1V710395615234,0.81,61571,71.7,55
47122,2019-08-12,2019-08-12,0,11.6,UPS/UPS Ground,1Z1A1V710395896646,0.31,48324,0,0
47123,2019-08-12,2019-08-12,12.87,8.94,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW95484682,3.88,22207,135.8,122.93
47124,2019-08-12,2019-08-12,22.71,15.77,UPS/UPS 2nd Day Air,1Z1A1V710295577715,2.63,72205,97.69,74.98
47125,2019-08-12,2019-08-12,15.57,10.81,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW96220777,1.88,49408,173.47,157.9
47126,2019-08-12,2019-08-12,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.75,6045,38.99,38.99
47127,2019-08-12,2019-08-12,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.44,28602,53.89,49.99
47128,2019-08-12,2019-08-12,16.69,11.59,UPS/UPS Ground,1Z1A1V710392590892,1.25,33850,112.67,95.98
47129,2019-08-12,2019-08-12,29.74,20.64,UPS/UPS Ground,1Z1A1V710396627425,44,32812,424.73,394.99
47130,2019-08-12,2019-08-12,22.02,15.29,UPS/UPS Ground,1Z1A1V710399234764,3.56,54017,109.27,96.95
47131,2019-08-12,2019-08-12,13.72,9.53,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW95999180,1.19,30559,107.69,85.99
47132,2019-08-12,2019-08-12,29.72,20.64,UPS/UPS Ground,1Z1A1V710390109415,43.63,43206,360.69,330.97
47134,2019-08-12,2019-08-12,37.66,26.15,UPS/UPS Next Day Air,1Z1A1V710195206359,0.75,43209,82.66,50
47135,2019-08-12,2019-08-12,13.72,9.53,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW90030840,1,37146,62.72,99
47136,2019-08-12,2019-08-12,52.76,36.64,UPS/UPS Next Day Air,1Z1A1V710192928432,1.38,90008,148.74,95.98
47137,2019-08-12,2019-08-12,13.52,9.32,UPS/UPS SurePost Less than 1 lb,1Z1A1V71YN98495547,0.31,30107,36.18,19.98
47138,2019-08-12,2019-08-12,12.87,8.94,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW99799513,1.63,85746,39.84,26.97
47139,2019-08-12,2019-08-12,29.74,20.65,UPS/UPS Ground,1Z1A1V710393701215,44.06,23233,385.69,355.95
47142,2019-08-12,2019-08-12,16.69,11.59,UPS/UPS Ground,1Z1A1V710390736532,1.25,33904,62.67,45.98
47143,2019-08-12,2019-08-12,11.94,8.29,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98094320,1.38,48601,109.92,97.98
47144,2019-08-12,2019-08-12,13.09,9.09,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW96473334,1.31,98112,43.08,29.99
47145,2019-08-12,2019-08-12,13.09,9.09,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW99474695,1.19,93662,99.08,85.99
47146,2019-08-12,2019-08-12,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.5,89131,45.88,41.98
47148,2019-08-12,2019-08-12,16.29,11.31,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW90125426,4,14437,78.25,61.96
47149,2019-08-12,2019-08-12,51.7,24.31,UPS/UPS Ground,1Z1A1V710395929431,44.88,11944,529.67,477.97
47150,2019-08-12,2019-08-12,0,15.16,UPS/UPS 3 Day Select,1Z1A1V711290480836,0.25,33713,0,0
47151,2019-08-12,2019-08-12,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.5,84095,30.89,26.99
47152,2019-08-12,2019-08-12,17.63,12.24,UPS/UPS Ground,1Z1A1V710392584701,3.63,10009,79.59,61.96
47163,2019-08-12,2019-08-12,13.25,9.2,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98982254,2.19,80013,166.19,152.94
47153,2019-08-12,2019-08-12,16.69,11.59,UPS/UPS Ground,1Z1A1V710395858464,1.56,27701,109.63,92.94
47154,2019-08-12,2019-08-12,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.63,32164,75.89,71.99
47155,2019-08-12,2019-08-12,29.74,20.65,UPS/UPS Ground,1Z1A1V710391965677,44.13,48197,423.01,436.97
47156,2019-08-12,2019-08-12,10.6,7.16,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98311415,3,30331,114.42,105.93
47157,2019-08-12,2019-08-12,0,11.6,UPS/UPS Ground,1Z1A1V710391621716,0.31,30022,1.34,0
47158,2019-08-12,2019-08-12,34.17,18.47,UPS/UPS Ground,1Z1A1V710398272457,43,10010,334.16,299.99
47159,2019-08-12,2019-08-12,11.94,8.29,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW96868711,1.13,6468,76.87,64.93
47160,2019-08-12,2019-08-12,23.83,16.55,UPS/UPS Ground,1Z1A1V710396839134,4.25,54520,316.81,292.98
47161,2019-08-12,2019-08-12,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.5,95014,68.9,65
47165,2019-08-12,2019-08-12,13.09,7.98,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW97393080,0.94,92880,75.05,61.96
47166,2019-08-12,2019-08-12,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.44,2903,29.89,25.99
47167,2019-08-12,2019-08-12,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.56,22042,41.89,37.99
47169,2019-08-12,2019-08-12,16.69,11.59,UPS/UPS Ground,1Z1A1V710398686975,0.94,90027,67.66,50.97
47170,2019-08-12,2019-08-12,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.44,92236,21.88,17.98
47219,2019-08-12,2019-08-12,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.5,34698,47.89,43.99
47168,2019-08-12,2019-08-12,53.86,37.4,UPS/UPS Ground,1Z1A1V710395247150,43,97006,353.85,299.99
47171,2019-08-12,2019-08-12,14.8,10.28,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98222404,6.5,2891,125.73,110.93
47172,2019-08-12,2019-08-12,10.97,7.62,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW96130070,1.38,37208,95.88,84.91
47174,2019-08-12,2019-08-12,34.49,23.95,UPS/UPS Ground,1Z1A1V710394693518,43,71411,334.48,299.99
47175,2019-08-12,2019-08-12,13.09,9.09,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW95632039,1.13,93722,103.05,89.96
47176,2019-08-12,2019-08-12,12.87,8.53,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW94568905,2.81,20024,101.8,88.93
47207,2019-08-12,2019-08-12,21.1,14.65,UPS/UPS Ground,1Z1A1V710398470180,1.44,88310,171.08,149.98
47177,2019-08-12,2019-08-12,40.39,15.71,UPS/UPS Ground,1Z1A1V710398492399,11,85012,113.38,72.99
47178,2019-08-12,2019-08-12,18,12.5,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW96458888,5.75,67665,363.93,345.93
47179,2019-08-12,2019-08-12,15.29,10.62,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98149360,3.25,92104,97.27,81.98
47182,2019-08-12,2019-08-12,13.69,9.51,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW91621521,5.5,20005,149.69,136
47180,2019-08-12,2019-08-12,22.71,15.77,UPS/UPS 2nd Day Air,1Z1A1V710295713175,1,33772,108.69,85.98
47183,2019-08-12,2019-08-12,0,8.42,UPS/UPS Ground,1Z1A1V710392205567,0.63,79605,0,0
47184,2019-08-12,2019-08-12,11.94,8.29,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW94591148,1.19,2118,97.93,85.99
47185,2019-08-12,2019-08-12,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.5,98102,34.49,33.99
47186,2019-08-12,2019-08-12,30.23,20.99,UPS/UPS 2nd Day Air,1Z1A1V710299596956,2.56,33960,199.19,168.96
47187,2019-08-12,2019-08-12,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.5,10024,36.88,32.98
47190,2019-08-12,2019-08-12,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.25,97005,14.89,10.99
47191,2019-08-12,2019-08-12,21.36,14.83,UPS/UPS Ground,1Z1A1V710390816802,2.94,8833,159.32,137.96
47193,2019-08-12,2019-08-12,51.96,19.47,UPS/UPS Ground,1Z1A1V710399224346,47,2914,466.94,414.98
47195,2019-08-12,2019-08-12,10.97,7.62,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW96392921,1.13,37206,75.94,64.97
47196,2019-08-12,2019-08-12,12.28,8.53,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW95872315,3,21009,62.27,49.99
47197,2019-08-12,2019-08-12,12.77,8.87,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW96041292,2.19,1013,136.73,123.96
47200,2019-08-12,2019-08-12,16.69,11.59,UPS/UPS Ground,1Z1A1V710395279125,0.88,95864,53.67,36.98
47198,2019-08-12,2019-08-12,31.09,16.33,UPS/UPS Ground,1Z1A1V710390437623,11,47446,104.08,72.99
47199,2019-08-12,2019-08-12,12.77,8.29,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW94831192,1.63,2143,80.73,67.96
47201,2019-08-12,2019-08-12,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.5,53223,19.89,15.99
47202,2019-08-12,2019-08-12,13.44,9.33,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98345442,3.5,3051,81.42,67.98
47203,2019-08-12,2019-08-12,22.71,15.77,UPS/UPS 2nd Day Air,1Z1A1V710295290515,2,10036,142.71,120
47204,2019-08-12,2019-08-12,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.13,32765,13.89,9.99
47205,2019-08-12,2019-08-12,13.82,9.6,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW97055981,1.69,40391,75.78,61.96
47206,2019-08-12,2019-08-12,16.69,11.59,UPS/UPS Ground,1Z1A1V710398766021,0.88,98258,100.67,83.98
47208,2019-08-12,2019-08-12,22.71,15.77,UPS/UPS 2nd Day Air,1Z1A1V710298077303,1,20912,137.7,114.99
47209,2019-08-12,2019-08-12,22.71,15.77,UPS/UPS 2nd Day Air,1Z1A1V710290573728,0.63,15206,121.71,99
47210,2019-08-12,2019-08-12,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.06,46240,25.9,22
47211,2019-08-12,2019-08-12,14.79,10.27,UPS/UPS 3 Day Select,1Z1A1V711296932220,0.25,1027,24.78,9.99
47212,2019-08-12,2019-08-12,12.87,8.53,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW96786238,3,27606,127.79,114.92
47213,2019-08-12,2019-08-12,12.87,8.94,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW97809612,1.06,85712,69.85,56.98
47214,2019-08-12,2019-08-12,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.63,33141,30.87,29.97
47215,2019-08-12,2019-08-12,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.63,32566,72.9,69
47216,2019-08-12,2019-08-12,13.44,9.33,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW96107560,3.81,8690,100.39,86.95
47217,2019-08-12,2019-08-12,10.97,7.01,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW97806544,1,28630,79.94,68.97
47218,2019-08-12,2019-08-12,22.71,15.77,UPS/UPS 2nd Day Air,1Z1A1V710298283492,1.13,3820,81.71,59
47220,2019-08-12,2019-08-12,12.28,8.53,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW94168936,2.31,20723,87.25,74.97
47221,2019-08-12,2019-08-12,12.77,8.87,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW96414595,2.31,2138,64.75,51.98
47222,2019-08-12,2019-08-12,16.7,11.6,UPS/UPS Ground,1Z1A1V710399657352,0.88,46220,85.68,68.98
47225,2019-08-12,2019-08-12,22.32,15.5,UPS/UPS Ground,1Z1A1V710399307506,0.5,98822,67.3,44.98
47226,2019-08-12,2019-08-12,17.12,11.89,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98436273,6.63,92025,69.06,51.94
47227,2019-08-12,2019-08-12,12.41,7.76,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW99896668,1,80023,87.08,82.97
47228,2019-08-12,2019-08-12,16.7,11.6,UPS/UPS Ground,1Z1A1V710398885698,0.13,33067,35.7,19
47231,2019-08-12,2019-08-12,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.44,2885,23.88,19.98
47232,2019-08-12,2019-08-12,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.69,15206,37.88,33.98
47233,2019-08-12,2019-08-12,12.41,8.62,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW91965811,1.88,80214,113.38,100.97
47234,2019-08-12,2019-08-12,16.95,11.77,UPS/UPS Ground,1Z1A1V710392841003,2.56,11221,102.92,85.97
47235,2019-08-12,2019-08-12,15.57,10.81,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98225769,2,75148,119.52,103.95
47224,2019-08-12,2019-08-12,0,12.68,UPS/UPS Ground,1Z1A1V710396287285,9.25,60640,0,0
47303,2019-08-12,2019-08-13,15.91,11.05,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW94592398,2.38,71002,67.88,51.97
47515,2019-08-13,2019-08-13,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.69,35212,38.87,34.97
47284,2019-08-12,2019-08-13,16.69,11.59,UPS/UPS Ground,1Z1A1V710398833001,0.5,75201,46.68,29.99
47371,2019-08-13,2019-08-13,31.67,21.99,UPS/UPS 2nd Day Air,1Z1A1V710291849152,3,48733,81.66,49.99
47112,2019-08-12,2019-08-13,11.94,7.15,UPS/UPS SurePost Less than 1 lb,1Z1A1V71YN90649930,0.75,55904,60.94,49
47289,2019-08-12,2019-08-13,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.75,63139,18.9,15
47483,2019-08-13,2019-08-13,14.31,9.94,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW97159717,3,90004,59.3,49.99
47119,2019-08-12,2019-08-13,10.31,7.16,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW90952292,2.19,30253,167.72,144.99
47448,2019-08-13,2019-08-13,18.12,12.58,UPS/UPS Ground,1Z1A1V710394182525,8.38,15902,142,123.88
47501,2019-08-13,2019-08-13,57.27,17.46,UPS/UPS Ground,1Z1A1V710390145635,12.63,50277,231.21,173.94
47192,2019-08-12,2019-08-13,13.87,9.91,UPS/UPS Ground,1Z1A1V710393113986,4.5,98902,189.78,175.91
47194,2019-08-12,2019-08-13,6,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.5,32903,35.99,29.99
47248,2019-08-12,2019-08-13,15.19,10.55,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98606919,8.56,77025,295.03,310.93
47223,2019-08-12,2019-08-13,50.58,34.89,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW91462711,17.44,92258,303.47,252.89
47230,2019-08-12,2019-08-13,11.99,0,UPS/UPS Expedited Mail Innovations,92613000000000000000000000,1.31,20001,71.92,59.93
47236,2019-08-12,2019-08-13,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.56,10025,55.87,51.97
47237,2019-08-12,2019-08-13,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.25,90046,22.88,18.98
47238,2019-08-12,2019-08-13,16.69,11.59,UPS/UPS Ground,1Z1A1V710396942165,1,14450,71.69,55
47240,2019-08-12,2019-08-13,12.12,8.42,UPS/UPS Ground,1Z1A1V710398047905,2.19,35805,114.09,101.97
47425,2019-08-13,2019-08-13,53.86,37.4,UPS/UPS Ground,1Z1A1V710392774265,43,98604,353.85,299.99
47241,2019-08-12,2019-08-13,84,55.34,UPS/UPS Ground,1Z1A1V710396123451,66.63,77006,722.28,490.99
47244,2019-08-12,2019-08-13,13.25,9.2,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW95728678,2.44,80206,86.17,72.92
47242,2019-08-12,2019-08-13,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.56,30080,30.12,23.99
47243,2019-08-12,2019-08-13,25.8,17.92,UPS/UPS 3 Day Select,1Z1A1V711297170097,3,89104,75.79,49.99
47245,2019-08-12,2019-08-13,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.63,80211,48.9,45
47246,2019-08-12,2019-08-13,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.5,8021,53.89,49.99
47247,2019-08-12,2019-08-13,16.95,11.6,UPS/UPS Ground,1Z1A1V710397338996,1.13,53716,106.9,89.95
47249,2019-08-12,2019-08-13,16.23,11.27,UPS/UPS 3 Day Select,1Z1A1V711295178584,0.94,97030,85.23,69
47250,2019-08-12,2019-08-13,14.31,9.94,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW97503960,2.31,92629,111.27,96.96
47251,2019-08-12,2019-08-13,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.25,8021,23.88,19.98
47252,2019-08-12,2019-08-13,13.44,9.33,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW97731526,3.25,6478,91.4,77.96
47253,2019-08-12,2019-08-13,11.94,8.29,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW94591648,1.94,2135,65.91,53.97
47254,2019-08-12,2019-08-13,34.17,23.73,UPS/UPS Ground,1Z1A1V710392081754,43,55422,334.16,299.99
47264,2019-08-12,2019-08-13,14.79,10.27,UPS/UPS 3 Day Select,1Z1A1V711299898156,0.25,6473,52.79,38
47255,2019-08-12,2019-08-13,17.12,11.89,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW96141488,6.44,91364,176.37,176.94
47256,2019-08-12,2019-08-13,12.41,8.62,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW92229918,1.5,80209,106.37,93.96
47257,2019-08-12,2019-08-13,15.26,10.6,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW93581964,4.31,84010,177.26,162
47258,2019-08-12,2019-08-13,22.71,15.77,UPS/UPS 2nd Day Air,1Z1A1V710294633101,1.38,15009,127.68,104.97
47259,2019-08-12,2019-08-13,10.41,6.87,UPS/UPS SurePost Less than 1 lb,1Z1A1V71YN97094866,0.75,32955,49.96,43.95
47260,2019-08-12,2019-08-13,16.69,11.59,UPS/UPS Ground,1Z1A1V710393877876,1.81,48069,98.66,81.97
47261,2019-08-12,2019-08-13,34.17,23.73,UPS/UPS Ground,1Z1A1V710392593737,43,64055,334.16,299.99
47262,2019-08-12,2019-08-13,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.44,78705,53.89,49.99
47263,2019-08-12,2019-08-13,12.77,8.87,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW96900434,2.56,11520,167.76,154.99
47265,2019-08-12,2019-08-13,16.69,11.59,UPS/UPS Ground,1Z1A1V710392591891,1.25,63110,91.66,74.97
47266,2019-08-12,2019-08-13,12.87,8.94,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98256440,3.44,70809,158.84,145.97
47267,2019-08-12,2019-08-13,10.09,7.01,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW97402417,1.31,30324,51.9,37.97
47268,2019-08-12,2019-08-13,11.71,8.13,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98726987,1.19,24060,62.69,50.98
47269,2019-08-12,2019-08-13,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.69,19464,98.89,94.99
47270,2019-08-12,2019-08-13,15.15,10.52,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW95735348,2.69,49053,79.06,63.91
47271,2019-08-12,2019-08-13,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.5,95117,24.88,20.98
47272,2019-08-12,2019-08-13,12.77,8.87,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW95852293,3,1826,62.76,49.99
47275,2019-08-12,2019-08-13,16.1,11.18,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW95790823,4.19,97405,118.03,101.93
47273,2019-08-12,2019-08-13,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.25,10011,23.88,19.98
47274,2019-08-12,2019-08-13,11.94,8.29,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW97554245,2,77027,110.94,99
47276,2019-08-12,2019-08-13,22.71,15.77,UPS/UPS 2nd Day Air,1Z1A1V710291646175,0.44,47714,71.71,49
47277,2019-08-12,2019-08-13,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.25,98116,17.88,13.98
47278,2019-08-12,2019-08-13,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.44,10603,26.89,22.99
47495,2019-08-13,2019-08-13,12.12,8.42,UPS/UPS Ground,1Z1A1V710390689905,1.25,95819,65.09,52.97
47279,2019-08-12,2019-08-13,11.71,7.23,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW94513357,1,45402,50.69,38.98
47280,2019-08-12,2019-08-13,15.03,10.44,UPS/UPS Ground,1Z1A1V710393518110,7.31,97214,160,144.97
47281,2019-08-12,2019-08-13,11.94,8.29,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW92631698,1.44,75201,65.91,53.97
47282,2019-08-12,2019-08-13,11.94,8.29,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW93497289,1.25,2134,60.91,48.97
47283,2019-08-12,2019-08-13,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.13,80547,7.89,9.99
47285,2019-08-12,2019-08-13,36.62,11.59,UPS/UPS Ground,1Z1A1V710391070071,11.38,30067,147.52,99.97
47286,2019-08-12,2019-08-13,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.25,85042,13.89,9.99
47287,2019-08-12,2019-08-13,11.94,8.29,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW95264213,1.31,14613,64.92,52.98
47288,2019-08-12,2019-08-13,11.94,8.29,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW96341191,1.31,19139,49.91,37.97
47290,2019-08-12,2019-08-13,21.1,14.65,UPS/UPS Ground,1Z1A1V710397296693,0.88,66012,150.09,128.99
47291,2019-08-12,2019-08-13,15.29,10.62,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW94486422,3.25,98008,89.25,73.96
47292,2019-08-12,2019-08-13,11.71,7.23,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98115388,1,60616,91.67,89.96
47293,2019-08-12,2019-08-13,14.8,10.28,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW96472782,6.06,55417,131.77,116.97
47294,2019-08-12,2019-08-13,16.69,11.59,UPS/UPS Ground,1Z1A1V710395447952,1.19,29414,102.68,85.99
47295,2019-08-12,2019-08-13,12.28,8.53,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98505117,2.81,20001,164.22,151.94
47296,2019-08-12,2019-08-13,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.13,90802,28.9,25
47297,2019-08-12,2019-08-13,14.31,9.94,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW97132852,2.06,94114,115.04,111.92
